16	306.3875	162.8666667	97.43333333
32	572.0625	300.4055556	296.35
64	1090.616667	500.6458333	544.025
128	1757.470833	661.475	968.7875
256	2040.320833	829.4944444	1629.283333
512	2051.420833	834.1055556	2342.470833
1024	2492.689441	862.4583333	3093.616667
2048	2490.689441	852.0125	3239.85
4096	2382.258333	867.6958333	3807.236052
