16	300.9666667	296.7918333	349.2608197
32	668.3333333	684.576	774.212623
64	2398.4	2548.883333	2792.639508
128	4504.5	4685.086	5061.132131
256	5310.935	7136.2858	7194.164262
512	5370.435	7344.9936	8154.607213
1024	5391.575	7309.31355	8092.18
2048	5343.485	7491.19665	8186.255902
4096	5370.26	7308.504	8281.894754
