16	107.1311475	190.7377049	254.704918	134	203.5666667	273.3833333	44.03333333	202.2833333	289.1666667
32	75.19672131	129.6065574	165.7540984	115.45	154.3666667	175.8666667	52.16666667	157	184.1166667
64	49.95081967	71.13114754	108.5901639	85	114	136.3666667	48.01666667	117	140.6166667
128	56.58333333	72.01666667	84.71666667	49	73.70491803	141	54.93333333	232.1	279.0833333
256	72	86	102.75	90.6557377	120.704918	172	51.06666667	288	381.7333333
512	92	130	167.8032787	202	266	313.5666667	46.38333333	302	397.7666667
1024	96	137	176.5901639	202.6166667	264.1166667	318.8666667	48.61666667	97.33333333	353.85
2048	106	155	187	259.2166667	334.0833333	419.8666667	51.75	89.95	353.9166667
4096	123	175	206	266.5833333	397.9	431	48.86666667	260.0666667	484.5833333
